Latitude;Longitude;Data;CPF;CNPJ;nome_cliente;regiao;estado;produto;quantidade;estoque_atual;valor_unitario;lucro_total
-14,087723;-47,663673;28/05/2025;16266878704;;Dra. Maria Cecilia Pastor;Sudeste;Rio de Janeiro;Tablet Apple iPad;1;73;2737,66;1353,69
-28,310924;-55,143951;10/03/2024;79707145870;;Gael Henrique Silveira;Sul;Santa Catarina;Tablet Apple iPad;8;65;2838,18;11099,74
-12,234068;-53,100523;25/02/2024;;06927426000171;Varejo Digital LTDA;Centro-Oeste;Goias;Impressora HP;10;151;489,61;2275,46
-22,957786;-50,758253;15/09/2024;38450328047;;Maria Laura Nogueira;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;3;0;2904,28;2821,79
-23,74951;-58,188621;03/04/2025;;88619042000156;Comercio Internacional SA;Centro-Oeste;Goias;Smartphone Samsung Galaxy;2;0;2061,37;1966,82
-21,959463;-59,839706;23/09/2025;;15781526000123;Comercio Internacional SA;Centro-Oeste;Mato Grosso;Impressora HP;4;147;726,38;1308,42
4,849617;-70,813906;04/07/2025;;65542831000130;Comercio Internacional SA;Norte;Tocantins;Tablet Apple iPad;8;57;3659,68;13258,75
-14,392992;-44,558193;22/11/2025;;04180818000194;Inovacao Digital SA;Nordeste;Pernambuco;Smartphone Samsung Galaxy;2;114;1791,31;1788,33
-16,153223;-51,502714;28/05/2025;88076754399;;Gustavo Henrique Garcia;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;4;154;3094,78;4081,06
-26,801663;-56,627313;06/12/2025;;06930807000100;Industria Eletronica Brasil;Sul;Parana;Tablet Apple iPad;4;53;3816,54;6263,37
-21,693463;-47,657552;23/09/2025;;67020693000155;Comercio Internacional SA;Sudeste;Rio de Janeiro;Tablet Apple iPad;9;44;3702,79;14994,61
-11,663794;-40,065147;30/11/2025;;90202523000103;Varejo Digital LTDA;Nordeste;Alagoas;Smartphone Samsung Galaxy;4;110;1588,71;2788,67
-32,599956;-57,843658;14/03/2024;;52014536000160;Inovacao Digital SA;Sul;Rio Grande do Sul;Tablet Apple iPad;10;34;3242,31;13461,33
0,74816;-57,433193;16/12/2024;;43339949000123;Distribuidora Nacional;Norte;Rondonia;Notebook Dell Inspiron;3;151;3243,76;3315,74
-24,738141;-54,407718;14/09/2024;90590848968;;Sabrina Azevedo;Sul;Santa Catarina;Tablet Apple iPad;7;27;3178,52;10112,29
-1,012247;-35,585203;23/04/2025;;26383825000126;Tech Solutions LTDA;Nordeste;Ceara;Tablet Apple iPad;5;22;2526,99;5463,43
-30,837618;-54,167742;26/03/2024;68691333103;;Gustavo Goncalves;Sul;Rio Grande do Sul;Impressora HP;3;144;809,26;914,54
2,807012;-56,221376;28/01/2024;06004479012;;Vitor Pereira;Norte;Amapa;Impressora HP;2;142;706,11;685,02
-18,804462;-48,095137;27/01/2025;;85717203000156;Industria Eletronica Brasil;Centro-Oeste;Mato Grosso;Impressora HP;2;140;640,51;435,73
-0,284339;-60,730407;16/05/2024;83798144877;;Ravi Alves;Norte;Para;Tablet Apple iPad;8;14;3056,51;8479,56
-18,07556;-46,732915;23/02/2024;07419560714;;Cecilia Machado;Sudeste;Espirito Santo;Notebook Dell Inspiron;10;141;3246,18;11563,68
2,195779;-52,620315;24/06/2025;;92541842000179;Comercio Eletronico Brasil;Norte;Amazonas;Impressora HP;3;137;800,53;1140,94
-16,836796;-37,239766;20/01/2025;56601388963;;Luna Vasconcelos;Nordeste;Bahia;Notebook Dell Inspiron;4;137;3410,17;6239,06
-22,435028;-47,320692;10/12/2025;70873546474;;Sarah Rios;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;2;108;1779,36;1427,62
-22,357958;-51,896225;09/02/2025;50039338517;;Samuel Lopes;Sul;Parana;Smartphone Samsung Galaxy;9;99;1652,18;5780,31
-32,213583;-55,959252;02/07/2025;90212475002;;Mariah Rios;Sul;Rio Grande do Sul;Impressora HP;6;131;651,32;1859,29
-30,294602;-49,801255;11/07/2025;;77230148000147;Tech Solutions LTDA;Sul;Parana;Notebook Dell Inspiron;5;132;2991,82;5537,74
-27,754201;-52,51429;12/07/2025;;19464811000171;Comercio Eletronico Brasil;Sul;Santa Catarina;Smart TV LG;6;3;2269,52;4991,82
-17,375074;-49,455896;07/10/2025;46745051354;;Nicole Pastor;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;5;127;3042,98;5463,62
-18,186533;-56,941863;06/09/2025;;32702838000113;Importadora Tecnologia;Centro-Oeste;Goias;Impressora HP;10;121;532,97;2434,71
-19,487871;-46,9304;19/06/2024;;18342116000174;Distribuidora Nacional;Sudeste;Minas Gerais;Tablet Apple iPad;2;12;2616,32;2486,81
-16,324755;-50,425178;14/10/2024;;21389760000102;Importadora Tecnologia;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;10;89;1761,19;6582,44
-18,941444;-55,750326;25/10/2025;17230009901;;Sr. Arthur Gabriel Lima;Centro-Oeste;Goias;Smartphone Samsung Galaxy;10;79;1824,04;6887,52
-11,469716;-52,986358;31/03/2025;;41309849000129;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Impressora HP;5;116;508,39;917,45
-20,363347;-58,863588;19/03/2024;95139912295;;Emilly Souza;Centro-Oeste;Mato Grosso do Sul;Impressora HP;10;106;835,06;2954,55
-17,150205;-39,149103;06/11/2024;78896418500;;Isabelly da Rosa;Nordeste;Piaui;Impressora HP;10;96;582,8;1997,19
0,228679;-59,180009;14/10/2025;86469352480;;Maria Fernanda Fogaca;Norte;Amazonas;Tablet Apple iPad;6;6;3899,48;8510,38
-13,853066;-39,723498;10/02/2025;31184714843;;Thales da Paz;Nordeste;Paraiba;Notebook Dell Inspiron;7;120;2972,11;6474,14
4,198631;-51,68859;29/01/2025;19126617056;;Srta. Bianca Correia;Norte;Para;Notebook Dell Inspiron;5;115;3066,84;7109,7
-19,564842;-44,110794;22/03/2024;54663620698;;Marcela da Rosa;Sudeste;Rio de Janeiro;Tablet Apple iPad;1;5;3625,51;1170,14
-20,710328;-41,269859;24/10/2025;;42115163000160;Distribuidora Nacional;Sudeste;Rio de Janeiro;Tablet Apple iPad;1;4;3699,14;1465,97
-3,338813;-37,715675;14/01/2025;;93605811000105;Varejo Digital LTDA;Nordeste;Bahia;Smartphone Samsung Galaxy;3;76;2215,84;2176,27
0,050235;-61,150324;01/11/2024;;43706679000141;Varejo Digital LTDA;Norte;Rondonia;Smart TV LG;1;2;2607,98;827,32
-12,983818;-44,626526;24/08/2025;;80144435000149;Distribuidora Nacional;Nordeste;Ceara;Tablet Apple iPad;1;3;3827,96;1730,28
-26,347166;-54,178413;01/03/2025;05078057390;;Gustavo Henrique Ferreira;Sul;Parana;Smartphone Samsung Galaxy;2;74;1605,37;1507,46
-4,699653;-60,820774;08/06/2024;;30021377000198;Tech Solutions LTDA;Norte;Amazonas;Smartphone Samsung Galaxy;7;67;1502,34;3487,72
-29,854123;-57,575681;01/01/2024;55526830560;;Sr. Davi Costa;Sul;Parana;Impressora HP;5;91;865,8;1686,08
-27,893556;-56,724317;01/03/2024;20203646541;;Mariane Cavalcanti;Sul;Santa Catarina;Impressora HP;5;86;546,43;992,64
-11,650896;-41,022571;23/01/2024;;84502346000188;Atacadista Informatica;Nordeste;Ceara;Impressora HP;2;84;827,97;632,36
-23,764005;-40,3914;21/08/2024;68432163821;;Dr. Pedro Miguel Garcia;Sudeste;Minas Gerais;Smart TV LG;1;1;2943,37;981,59
-22,945252;-46,193331;09/03/2025;;23275310000114;Tech Solutions LTDA;Centro-Oeste;Mato Grosso;Smart TV LG;1;0;2464,74;1107,63
-1,943585;-71,43155;04/04/2024;;11497518000107;Industria Eletronica Brasil;Norte;Acre;Tablet Apple iPad;1;2;3155,68;1519,27
2,023339;-50,789309;29/06/2025;;01501521000195;Comercio Internacional SA;Norte;Roraima;Tablet Apple iPad;2;0;2536,07;2480,11
-32,336532;-50,766658;15/05/2024;40249183463;;Luisa Montenegro;Sul;Rio Grande do Sul;Impressora HP;7;77;798,32;1706,81
-4,144423;-36,636937;19/06/2025;88156983378;;Jose Miguel Costela;Nordeste;Pernambuco;Smartphone Samsung Galaxy;1;66;2217,36;1072,42
-12,233952;-38,861181;01/03/2025;84743927641;;Caroline da Mata;Nordeste;Pernambuco;Smartphone Samsung Galaxy;9;57;1724,22;6244,61
-22,191147;-47,203642;15/02/2024;;80845565000109;Importadora Tecnologia;Sudeste;Rio de Janeiro;Tablet Apple iPad;1;168;3913,06;1463,87
-2,527342;-50,657877;10/12/2025;;53037510000108;Comercio Internacional SA;Norte;Amapa;Smartphone Samsung Galaxy;8;49;2040,68;5605,31
-17,638371;-44,156461;31/03/2025;;75495220000132;Importadora Tecnologia;Sudeste;Espirito Santo;Smart TV LG;8;96;2116,39;7908,08
-21,313877;-45,068002;15/11/2024;51541103580;;Mariane Novaes;Sudeste;Rio de Janeiro;Tablet Apple iPad;1;167;2767,7;1193,3
-33,30769;-49,575962;09/08/2024;;97842885000108;Inovacao Digital SA;Sul;Parana;Tablet Apple iPad;7;160;3096,33;7948,01
-10,368044;-58,982541;30/11/2024;78553085392;;Dr. Luan Nogueira;Centro-Oeste;Mato Grosso do Sul;Smart TV LG;5;91;1814,31;3346,01
2,625033;-64,686222;02/01/2024;;29486216000190;Tech Solutions LTDA;Norte;Amapa;Impressora HP;7;70;487,07;1285,22
-28,007616;-57,512008;05/09/2025;51803269154;;Sr. Ravi Pereira;Sul;Parana;Smart TV LG;9;82;2497,42;8757,16
-22,935858;-48,676751;07/06/2025;;06162138000173;Industria Eletronica Brasil;Sul;Santa Catarina;Notebook Dell Inspiron;10;105;3497,58;16808,78
-17,865882;-55,820385;27/01/2025;;71810661000120;Tech Solutions LTDA;Centro-Oeste;Distrito Federal;Tablet Apple iPad;3;157;3389,68;3955,01
-32,820155;-52,971385;29/03/2024;60721865305;;Sr. Cauê da Paz;Sul;Parana;Smart TV LG;9;73;2238,12;7709,8
-26,84377;-54,254556;01/09/2025;38776473244;;Srta. Stephany da Mata;Sul;Rio Grande do Sul;Notebook Dell Inspiron;4;101;3194,15;5057,65
-24,501119;-41,542342;05/12/2024;07318945297;;Dr. Luiz Gustavo Nunes;Sudeste;Rio de Janeiro;Impressora HP;1;69;553,71;270,87
-10,014896;-40,963265;09/12/2024;34982886369;;Andre Moura;Nordeste;Paraiba;Smartphone Samsung Galaxy;10;39;2188,31;8210,25
-15,27677;-45,538357;11/03/2025;;71628915000194;Atacadista Informatica;Sudeste;Minas Gerais;Tablet Apple iPad;10;147;2662,37;8643,93
-13,35846;-40,497735;05/07/2024;11235442047;;Srta. Aylla Fonseca;Nordeste;Maranhao;Tablet Apple iPad;10;137;3453,66;12123,17
2,846561;-56,312508;14/10/2024;;19795380000126;Industria Eletronica Brasil;Norte;Amazonas;Tablet Apple iPad;4;133;2984,49;4014,72
-12,137393;-55,711062;14/07/2025;;25453280000114;Inovacao Digital SA;Centro-Oeste;Distrito Federal;Impressora HP;8;61;813,33;3052,93
-0,676858;-71,551147;05/06/2025;;95185615000146;Comercio Eletronico Brasil;Norte;Para;Tablet Apple iPad;7;126;3539,07;11364,97
-17,618958;-55,657858;12/06/2025;71023078708;;Srta. Giovanna Sousa;Centro-Oeste;Goias;Impressora HP;8;53;663,76;2104,39
-14,338663;-45,595193;08/11/2025;49276603891;;Yago Moraes;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;10;29;1398,76;6699,97
-23,09265;-56,291896;17/12/2024;73557395227;;Ana Julia Jesus;Sul;Parana;Impressora HP;2;51;861,44;683,27
-10,277592;-45,701257;21/01/2025;;65048176000169;Atacadista Informatica;Nordeste;Alagoas;Notebook Dell Inspiron;7;94;3083,45;9875,07
-2,667716;-53,319454;05/11/2024;27008849656;;Maria Alice Rocha;Norte;Para;Notebook Dell Inspiron;9;85;3393,87;11674,16
-16,123009;-55,402443;02/04/2025;;49130396000180;Comercio Internacional SA;Centro-Oeste;Distrito Federal;Smart TV LG;4;69;2500,04;3759,87
-13,74288;-38,382129;12/08/2025;28808699943;;Alana Leao;Nordeste;Ceara;Tablet Apple iPad;9;117;3993,47;13457,38
-29,536567;-57,806955;28/04/2024;;10072611000107;Atacadista Informatica;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;5;24;2390,33;4500,46
-14,123611;-37,577095;10/01/2024;84133032810;;Alana Sousa;Nordeste;Sergipe;Tablet Apple iPad;7;110;3436,41;11677,7
-10,315177;-42,920499;17/12/2024;;43646680000128;Comercio Internacional SA;Nordeste;Piaui;Tablet Apple iPad;9;101;3389,64;14951,67
-2,246382;-71,612147;21/03/2024;98829745030;;Isabel Aparecida;Norte;Amapa;Smartphone Samsung Galaxy;7;17;2125,73;5798,3
-32,775604;-57,456999;17/11/2025;;41206856000103;Distribuidora Nacional;Sul;Rio Grande do Sul;Notebook Dell Inspiron;2;83;3299,84;2328,78
-6,459048;-44,634313;03/02/2024;;32135550000104;Industria Eletronica Brasil;Nordeste;Ceara;Impressora HP;6;45;719,67;1683,35
-19,16668;-60,40518;04/10/2024;;65742370000140;Varejo Digital LTDA;Centro-Oeste;Distrito Federal;Tablet Apple iPad;8;93;2685,66;8231,55
-24,438708;-39,232497;09/04/2024;;21329616000180;Industria Eletronica Brasil;Sudeste;Rio de Janeiro;Tablet Apple iPad;9;84;3759,32;14591,35
0,772956;-69,546083;23/09/2024;47737568298;;Luiz Felipe da Costa;Norte;Amazonas;Notebook Dell Inspiron;10;73;3083,82;13521,56
-3,165462;-56,385499;20/02/2024;;50652459000148;Comercio Internacional SA;Norte;Rondonia;Tablet Apple iPad;10;74;3327,25;11848,94
-14,686584;-38,980889;12/03/2024;14944885407;;Stella Moreira;Nordeste;Sergipe;Smart TV LG;4;65;2919,87;4120,65
-29,313232;-57,177001;02/06/2024;;79750097000100;Inovacao Digital SA;Sul;Santa Catarina;Smartphone Samsung Galaxy;1;16;1562,68;617,42
-7,346387;-41,945112;20/10/2024;21258070685;;Luan das Neves;Nordeste;Maranhao;Tablet Apple iPad;2;72;3323,72;2708,44
-5,664075;-39,886512;22/10/2025;89133567670;;Maria Luiza Brito;Nordeste;Ceara;Tablet Apple iPad;9;63;2939,76;8766,55
-0,664391;-62,447167;07/10/2024;;97821613000121;Varejo Digital LTDA;Norte;Roraima;Smart TV LG;2;63;2540,14;2340,41
-18,928524;-58,247473;04/01/2025;;25185914000103;Suprimentos Tecnicos LTDA;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;8;65;3008,59;10538,6
-21,104712;-48,486275;22/06/2024;41853119660;;Natalia Nunes;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;6;59;3339,79;6859,14
-0,81042;-59,633329;29/04/2025;08627538212;;Joao Vitor Campos;Norte;Amapa;Smartphone Samsung Galaxy;9;7;1381,33;4787,8
-22,75224;-48,33762;29/07/2025;;59146299000130;Distribuidora Nacional;Centro-Oeste;Mato Grosso;Smartphone Samsung Galaxy;6;1;1233,49;2334,21
-3,357428;-63,094033;31/03/2025;57424446487;;Sr. Davi Lucca Oliveira;Norte;Para;Tablet Apple iPad;1;62;2649,59;975,58
-12,800888;-35,180469;21/04/2024;;12471582000173;Comercio Eletronico Brasil;Nordeste;Alagoas;Smart TV LG;7;56;2070,07;6633,2
-0,104779;-72,594757;24/12/2024;;71134904000158;Comercio Internacional SA;Norte;Rondonia;Impressora HP;10;35;746,57;3723,77
-0,404442;-52,76653;23/05/2025;;15099065000103;Importadora Tecnologia;Norte;Amapa;Smartphone Samsung Galaxy;1;0;1810,24;650,68
-27,308421;-51,616391;16/07/2024;;81023915000114;Varejo Digital LTDA;Sul;Santa Catarina;Impressora HP;5;30;675,07;1020,86
-9,269006;-49,657029;05/09/2024;;14091624000176;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;10;52;3259,77;15439,44
-28,829177;-54,749585;06/08/2025;85035301044;;Beatriz Garcia;Sul;Parana;Impressora HP;10;20;494,56;2356,51
-5,499547;-44,50201;25/01/2025;81273972104;;Antônio Monteiro;Nordeste;Alagoas;Smart TV LG;3;53;2885,65;3703,17
-25,759065;-57,191983;14/07/2024;47533054148;;Jose Pedro Câmara;Sul;Parana;Smart TV LG;6;47;2918,7;5608,69
-14,1467;-42,696017;07/02/2024;26457931855;;Davi Lucas Cavalcanti;Nordeste;Paraiba;Smart TV LG;4;43;1862,84;2386,54
-14,128064;-41,038739;16/02/2025;29135430656;;Emanuelly Leao;Nordeste;Paraiba;Notebook Dell Inspiron;5;54;3223,02;5222,31
-21,58571;-49,565499;03/06/2024;;67821198000145;Comercio Eletronico Brasil;Sudeste;Sao Paulo;Smartphone Samsung Galaxy;5;285;1820,7;3142,25
-18,360006;-46,813886;13/02/2025;30412510863;;Dra. Vitoria Vargas;Centro-Oeste;Mato Grosso;Smart TV LG;5;38;2302,96;4966,04
-24,553167;-43,442395;15/06/2025;03832442855;;Agatha Sousa;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;4;281;1331,38;2122,69
-17,842458;-43,343678;25/12/2024;08670961440;;Evelyn Carvalho;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;4;50;3015,45;4583,73
-23,17581;-48,636187;10/06/2024;31444369091;;Nathan Novaes;Centro-Oeste;Goias;Notebook Dell Inspiron;10;40;2841,98;13038,87
-8,842168;-35,131094;30/11/2025;;23449262000133;Comercio Eletronico Brasil;Nordeste;Piaui;Notebook Dell Inspiron;5;35;2889,86;6448,51
-0,076266;-51,722537;13/04/2024;05118921953;;Calebe Sa;Norte;Rondonia;Smartphone Samsung Galaxy;6;275;1444,96;3854,62
-22,77367;-39,000483;26/09/2025;;14451408000194;Tech Solutions LTDA;Sudeste;Sao Paulo;Tablet Apple iPad;3;49;3262,98;3187,8
2,227569;-66,890566;10/11/2025;53298627100;;Amanda Garcia;Norte;Amazonas;Notebook Dell Inspiron;8;27;3030,8;8164,3
-11,525439;-54,19101;15/09/2024;;11379756000100;Comercio Eletronico Brasil;Centro-Oeste;Mato Grosso;Notebook Dell Inspiron;5;22;2965,47;5372,85
-20,984794;-51,640907;19/03/2024;;41512886000130;Comercio Internacional SA;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;9;13;3140,02;10388,03
-20,107375;-39,53581;28/08/2024;;40247418000112;Tech Solutions LTDA;Sudeste;Sao Paulo;Notebook Dell Inspiron;9;4;3193,95;12384,45
-19,846242;-51,978839;03/09/2025;71967720916;;Rebeca Oliveira;Centro-Oeste;Goias;Tablet Apple iPad;8;41;3130,0;9219,27
-13,020498;-46,232081;26/12/2024;;79239291000125;Distribuidora Nacional;Centro-Oeste;Goias;Smart TV LG;10;28;2733,47;12534,41
-29,830521;-51,827992;29/08/2024;;88474165000146;Atacadista Informatica;Sul;Santa Catarina;Impressora HP;5;15;462,09;758,36
-19,14458;-46,060207;05/11/2025;11538014262;;Elisa da Rosa;Sudeste;Espirito Santo;Notebook Dell Inspiron;3;1;3448,97;3198,7
-26,167086;-56,846474;14/09/2024;93722871999;;Giovanna Fogaca;Sul;Rio Grande do Sul;Smart TV LG;3;25;2703,22;3371,17
-27,14436;-49,265184;04/08/2024;09189345916;;Dr. Theo Peixoto;Sul;Rio Grande do Sul;Tablet Apple iPad;2;39;3983,0;2661,09
-0,745599;-67,444812;25/02/2024;;11468820000129;Industria Eletronica Brasil;Norte;Rondonia;Impressora HP;2;13;663,11;495,27
-28,64542;-48,085379;01/10/2025;88982405119;;Kamilly Correia;Sul;Santa Catarina;Impressora HP;2;11;645,99;638,01
-15,047098;-43,340595;23/01/2024;;54105847000160;Comercio Eletronico Brasil;Sudeste;Minas Gerais;Smart TV LG;3;22;1964,66;2348,71
-18,200666;-58,324206;10/10/2024;26286995595;;Sr. Joao Felipe Nascimento;Centro-Oeste;Distrito Federal;Impressora HP;7;4;479,85;1182,41
-15,570596;-44,167305;20/05/2025;12081694751;;Joao Pedro Brito;Nordeste;Bahia;Impressora HP;2;2;583,13;532,17
-17,038569;-41,739562;15/08/2024;;07918439000147;Industria Eletronica Brasil;Sudeste;Espirito Santo;Tablet Apple iPad;6;33;2803,06;5045,64
-15,642246;-40,081829;25/12/2025;99773769135;;Maysa Nogueira;Sudeste;Espirito Santo;Tablet Apple iPad;10;23;3463,89;11772,0
-31,850884;-54,406653;26/08/2025;62169623884;;Juan Alves;Sul;Rio Grande do Sul;Impressora HP;2;0;451,7;385,14
-13,04679;-50,874714;19/08/2024;52733158597;;Eduarda Rios;Centro-Oeste;Distrito Federal;Notebook Dell Inspiron;1;0;3084,12;1530,97
-14,454337;-58,988218;12/12/2024;;28607521000120;Inovacao Digital SA;Centro-Oeste;Distrito Federal;Smartphone Samsung Galaxy;2;273;1976,89;1741,25
-24,501699;-50,466884;17/04/2025;;47979948000102;Tech Solutions LTDA;Sudeste;Rio de Janeiro;Impressora HP;9;159;857,76;2621,77
-24,666903;-39,17037;23/12/2025;;59239698000145;Tech Solutions LTDA;Sudeste;Rio de Janeiro;Impressora HP;3;156;826,61;1085,19
-5,116456;-43,341336;17/10/2025;89962936799;;Ana Sophia Lima;Nordeste;Pernambuco;Impressora HP;4;152;704,93;936,04
2,295282;-72,468672;30/10/2024;;33511194000149;Industria Eletronica Brasil;Norte;Para;Smart TV LG;10;12;2886,8;14429,11
-24,618931;-39,539951;23/01/2024;82254221396;;Noah Aragao;Sudeste;Sao Paulo;Smart TV LG;2;10;2498,52;1939,38
-0,407887;-69,260094;19/05/2024;;73938062000112;Varejo Digital LTDA;Norte;Amapa;Notebook Dell Inspiron;10;81;3090,66;10303,59
3,500211;-72,210795;09/05/2024;80218509650;;Jade Almeida;Norte;Amazonas;Impressora HP;6;146;817,69;2100,11
-4,115399;-46,08689;22/03/2025;47571764904;;Sr. Ryan Martins;Nordeste;Maranhao;Impressora HP;7;139;862,21;2136,59
-18,989972;-47,837393;05/09/2025;;05296222000117;Comercio Internacional SA;Sudeste;Espirito Santo;Smart TV LG;8;2;2716,01;7244,47
-20,057619;-50,717471;25/11/2025;;49951027000159;Inovacao Digital SA;Centro-Oeste;Distrito Federal;Impressora HP;3;136;742,69;961,7
3,371102;-68,034732;16/09/2024;;67928311000196;Atacadista Informatica;Norte;Acre;Impressora HP;3;133;731,39;1008,21
-16,125028;-35,622444;27/03/2024;;33606120000196;Importadora Tecnologia;Nordeste;Pernambuco;Smartphone Samsung Galaxy;8;265;1911,31;5368,79
-25,190455;-50,661419;21/07/2025;;44521447000181;Distribuidora Nacional;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;6;259;2203,74;5057,43
-14,617852;-44,692491;18/06/2024;;26703872000100;Comercio Internacional SA;Sudeste;Sao Paulo;Tablet Apple iPad;4;19;2859,27;3541,05
-21,809083;-43,161786;29/11/2025;85161540508;;Carlos Eduardo Costela;Sudeste;Minas Gerais;Smart TV LG;1;1;2754,46;834,56
-19,806401;-49,640328;27/11/2024;28143345149;;Juliana Ferreira;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;3;256;2447,3;3550,53
-0,230574;-60,249173;25/03/2025;;32783923000153;Atacadista Informatica;Norte;Acre;Smartphone Samsung Galaxy;9;247;1984,97;7063,2
-30,289503;-51,191799;13/03/2025;;93263570000155;Inovacao Digital SA;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;4;243;2428,87;4521,51
-19,091631;-54,553847;18/03/2025;11071246208;;Theodoro Siqueira;Centro-Oeste;Mato Grosso;Smart TV LG;1;0;2493,37;998,69
-21,300949;-47,73135;21/02/2025;;01179169000113;Tech Solutions LTDA;Sudeste;Espirito Santo;Tablet Apple iPad;4;15;2525,28;3626,85
-29,087484;-55,593673;06/01/2025;;02469495000128;Distribuidora Nacional;Sul;Rio Grande do Sul;Notebook Dell Inspiron;9;72;3284,04;10453,59
-22,247522;-41,718695;20/10/2025;;52717644000107;Suprimentos Tecnicos LTDA;Sudeste;Minas Gerais;Smartphone Samsung Galaxy;2;241;1212,75;802,12
-22,494216;-50,227605;12/05/2025;;06559137000167;Suprimentos Tecnicos LTDA;Sul;Rio Grande do Sul;Smartphone Samsung Galaxy;4;237;1851,52;2780,8
-9,541994;-38,96949;17/01/2024;55627954426;;Dr. Leandro Rocha;Nordeste;Pernambuco;Smartphone Samsung Galaxy;3;234;2431,48;2571,6
-30,775444;-49,291386;05/02/2025;;47370455000162;Industria Eletronica Brasil;Sul;Rio Grande do Sul;Impressora HP;6;127;718,63;2031,74
-1,521089;-52,609905;19/06/2024;40284062340;;Eloa Goncalves;Norte;Roraima;Notebook Dell Inspiron;7;65;2827,58;6849,74
-17,494899;-45,54508;16/08/2024;;51397868000108;Distribuidora Nacional;Nordeste;Piaui;Smart TV LG;6;141;2281,66;5420,28
-23,062364;-41,945839;11/04/2025;;80292974000125;Importadora Tecnologia;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;10;224;1420,17;4982,58
-19,229126;-50,65008;13/01/2024;11861181132;;Rafael Duarte;Sudeste;Espirito Santo;Smartphone Samsung Galaxy;1;223;1729,11;538,84
-4,315044;-65,522497;26/09/2024;;90888424000127;Distribuidora Nacional;Norte;Para;Smartphone Samsung Galaxy;7;216;1212,92;3973,94
-22,486322;-54,31697;07/10/2025;75548057545;;Henry Marques;Sul;Rio Grande do Sul;Tablet Apple iPad;9;6;2816,42;10227,55
-13,933594;-45,814511;18/07/2024;65113534862;;Mirella Costa;Nordeste;Piaui;Impressora HP;8;119;852,42;2736,06
-8,813658;-44,162746;29/01/2025;83854250983;;Amanda Correia;Nordeste;Maranhao;Impressora HP;1;118;756,53;239,95
-1,780149;-59,441749;28/05/2024;17200830534;;Daniela Santos;Norte;Para;Tablet Apple iPad;3;3;3049,46;3204,03
-24,894993;-49,089251;12/05/2024;;52216098000112;Importadora Tecnologia;Sul;Santa Catarina;Tablet Apple iPad;2;1;3352,86;2466,48
-9,846934;-60,861228;10/04/2024;;28130504000145;Varejo Digital LTDA;Centro-Oeste;Mato Grosso;Impressora HP;5;113;862,66;1658,64
-16,477308;-50,347878;06/06/2024;;81341782000124;Importadora Tecnologia;Sudeste;Rio de Janeiro;Smart TV LG;6;135;2483,58;4505,38
-0,871435;-52,960096;28/10/2024;;66264033000157;Distribuidora Nacional;Norte;Rondonia;Impressora HP;4;109;700,55;1323,99
0,814426;-63,615903;26/01/2024;10223771759;;Sr. Renan Pires;Norte;Rondonia;Impressora HP;2;107;778,63;626,8
-16,265511;-50,216373;08/10/2025;;00838566000197;Inovacao Digital SA;Sudeste;Espirito Santo;Impressora HP;7;100;494,45;1103,13
0,317083;-54,058569;06/10/2025;;31401602000184;Importadora Tecnologia;Norte;Amazonas;Impressora HP;6;94;772,33;1628,02
-25,311453;-50,001229;06/10/2024;83800409534;;Emanuelly Santos;Sul;Parana;Impressora HP;8;86;607,22;2173,45
-10,575156;-53,602362;11/09/2025;25651213341;;Juliana Aparecida;Centro-Oeste;Mato Grosso do Sul;Notebook Dell Inspiron;10;55;3442,42;11881,19
-17,668344;-50,743482;06/01/2024;;37147791000197;Comercio Eletronico Brasil;Sudeste;Espirito Santo;Tablet Apple iPad;1;0;2998,47;1441,85
1,189897;-69,019014;27/05/2024;;09888717000196;Suprimentos Tecnicos LTDA;Norte;Para;Impressora HP;5;81;887,76;1787,81
-29,092164;-48,20827;21/08/2024;76888289109;;Pietro das Neves;Sul;Santa Catarina;Notebook Dell Inspiron;9;46;3279,52;13410,69
-24,940785;-44,489402;03/09/2024;;07898156000180;Distribuidora Nacional;Sudeste;Minas Gerais;Impressora HP;7;74;497,74;1588,73
-15,798807;-55,665532;14/04/2025;67084595317;;Juan Aragao;Centro-Oeste;Mato Grosso;Smart TV LG;5;130;1875,04;3470,72
