Latitude;Longitude;Data;CPF;CNPJ;nome_cliente;regiao;estado;produto;quantidade;valor_unitario;lucro_total
-3,693658;-59,298638;16/04/2025;18746264213;;Arthur Porto;Norte;Para;Caixa de Som Bluetooth;16;281,6;2174,91
-7,478506;-35,110383;19/10/2024;;98623697000151;Comercio Equipamentos SA;Nordeste;Rio Grande do Norte;HD Externo Seagate;9;574,8;2389,55
4,86707;-53,026932;30/04/2025;;55629475000133;Suprimentos Digitais LTDA;Norte;Roraima;Fone de Ouvido JBL;10;164,49;640,02
-9,824513;-38,801559;12/08/2024;56583858223;;Luiz Felipe da Costa;Nordeste;Rio Grande do Norte;Pendrive SanDisk;6;61,71;168,86
0,763799;-66,509383;13/11/2025;;44354975000193;Empresa Brasileira Tecnologia;Norte;Amazonas;HD Externo Seagate;3;597,35;701,65
-33,143156;-55,654411;21/01/2025;04124980493;;Amanda Souza;Sul;Santa Catarina;Cadeira Gamer;6;907,44;1997,43
-31,045965;-48,806676;20/11/2024;70145153495;;Dr. Leandro Moura;Sul;Santa Catarina;Impressora HP;13;625,9;2865,52
-24,805352;-48,237275;15/10/2024;93345512327;;Yago Santos;Sudeste;Minas Gerais;Roteador TP-Link;3;134,27;144,32
-22,095611;-56,604652;04/10/2025;;36834470000106;Comercio Equipamentos SA;Sul;Rio Grande do Sul;Roteador TP-Link;17;153,16;1042,56
-10,882633;-56,680939;26/07/2025;;18241702000122;Comercio Internacional SA;Centro-Oeste;Distrito Federal;HD Externo Seagate;11;477,8;2288,84
-25,630028;-51,084035;16/06/2025;;94469065000124;Importadora Tecnologia;Sul;Rio Grande do Sul;Mouse sem fio Microsoft;3;85,91;109,68
-3,6652;-65,281786;27/11/2025;47268105886;;Lucas Leao;Norte;Para;Caixa de Som Bluetooth;5;101,47;248,19
-22,579323;-52,55452;27/04/2025;;57283473000160;Tech Solutions LTDA;Centro-Oeste;Distrito Federal;Mesa para Computador;12;252,68;1026,89
-13,86518;-39,617473;02/07/2025;;92527647000194;Distribuidora Componentes;Nordeste;Alagoas;Impressora HP;18;836,79;6298,02
-19,914624;-46,720988;09/03/2025;54125137862;;Catarina Pastor;Sudeste;Minas Gerais;Carregador Portatil;14;168,43;1012,97
-15,210575;-50,190393;19/05/2024;;42780520000104;Industria Nacional Tecnologia;Sudeste;Espirito Santo;Webcam Logitech;5;312,78;565,2
-1,584472;-52,81504;07/12/2024;59351192180;;Davi Luiz Freitas;Norte;Tocantins;Tablet Apple iPad;10;3539,16;17340,5
-17,756229;-58,367331;13/05/2024;;38474035000135;Solucoes Corporativas;Centro-Oeste;Mato Grosso do Sul;Carregador Portatil;6;70,57;159,93
-17,605448;-46,158862;18/09/2024;;07570581000146;Industria Eletronica Brasil;Nordeste;Paraiba;Camera Canon;5;2536,66;4326,86
-17,991472;-36,355265;26/11/2024;;68826174000141;Suprimentos Digitais LTDA;Nordeste;Paraiba;Cadeira Gamer;19;1059,67;6741,61
-8,708827;-58,051949;14/04/2024;;68190336000106;Tecnologia Avancada LTDA;Centro-Oeste;Goias;HD Externo Seagate;16;393,15;2191,65
-12,316996;-37,426687;11/04/2024;;96569737000107;Suprimentos Digitais LTDA;Nordeste;Paraiba;Tablet Apple iPad;1;3789,36;1580,62
-9,204645;-45,988401;20/03/2024;;35762421000134;Importadora Produtos Eletronicos;Nordeste;Sergipe;Monitor Acer;14;1020,15;6457,44
-23,811074;-50,445124;12/11/2025;;01788971000100;Comercio Equipamentos SA;Sudeste;Rio de Janeiro;Pendrive SanDisk;14;86,59;527,2
-17,866632;-46,34427;25/02/2025;;37455357000174;Importadora Tecnologia;Centro-Oeste;Distrito Federal;Carregador Portatil;17;111,47;704,48
-2,977305;-59,1406;04/03/2025;35908900966;;Pedro Nascimento;Norte;Roraima;Camera Canon;3;1583,16;1524,1
-13,373365;-35,43799;25/11/2024;86841690508;;Ana Vitoria Ferreira;Nordeste;Bahia;Impressora HP;14;636,31;3335,04
-4,765224;-40,338543;06/07/2024;28132880129;;Maysa Mendonca;Nordeste;Pernambuco;Smartphone Samsung Galaxy;8;2173,03;7415,35
-31,89701;-51,87968;07/08/2025;;16669747000177;Suprimentos Tecnicos LTDA;Sul;Parana;Roteador TP-Link;15;195,52;1373,54
-12,044141;-38,595124;09/05/2025;65800126844;;Ana Luiza Barros;Nordeste;Paraiba;Roteador TP-Link;8;246,55;966,2
-25,516769;-52,800252;16/10/2024;;98583086000127;Tech Solutions LTDA;Sul;Santa Catarina;Tablet Apple iPad;14;3832,48;22028,0
3,851111;-65,119793;22/01/2024;15932386908;;Marcelo Goncalves;Norte;Roraima;Notebook Dell Inspiron;13;3080,18;13755,05
-17,58007;-43,549246;15/03/2024;73667410867;;Liz Vasconcelos;Nordeste;Piaui;Tablet Apple iPad;13;3733,02;23920,11
-15,426458;-45,35268;01/02/2024;;23601156000123;Inovacao Digital SA;Sudeste;Minas Gerais;Carregador Portatil;8;168,44;487,59
-24,569192;-46,969516;04/11/2025;56263801913;;Maria Alice Santos;Sudeste;Minas Gerais;Webcam Logitech;4;368,5;576,11
-13,751354;-47,563888;27/10/2024;;56755268000198;Suprimentos Tecnicos LTDA;Centro-Oeste;Mato Grosso do Sul;Roteador TP-Link;15;125,89;716,17
-14,54168;-42,524073;31/07/2025;;83529563000107;Distribuidora Nacional;Nordeste;Pernambuco;Caixa de Som Bluetooth;16;224,55;1111,85
-7,836091;-42,863254;20/06/2025;;25986329000102;Importadora Produtos Eletronicos;Nordeste;Pernambuco;Tablet Apple iPad;17;3006,68;23541,42
-14,459553;-50,618996;17/11/2024;;82618779000178;Empresa Brasileira Tecnologia;Centro-Oeste;Goias;Cadeira Gamer;6;597,55;1107,99
-17,5459;-50,041768;18/12/2024;;03253786000147;Suprimentos Tecnicos LTDA;Centro-Oeste;Distrito Federal;Camera Canon;19;3325,93;30578,52
-21,48421;-47,778653;05/11/2025;;55107755000181;Distribuidora Nacional;Sudeste;Espirito Santo;Roteador TP-Link;11;93,92;441,95
-3,237647;-42,636775;25/09/2025;45395539255;;Lucas Sales;Nordeste;Rio Grande do Norte;Cadeira Gamer;20;1168,12;11034,7
-13,139648;-57,914903;24/01/2024;;77082790000126;Varejo Digital LTDA;Centro-Oeste;Goias;Tablet Apple iPad;2;3155,36;2006,42
0,567657;-67,000436;30/10/2025;03739351705;;Henry Novais;Norte;Amapa;HD Externo Seagate;1;572,18;199,61
-24,312444;-50,387533;14/01/2024;;65130950000186;Solucoes Corporativas;Sul;Parana;Notebook Dell Inspiron;15;3450,01;20579,55
-2,725752;-40,232335;25/02/2025;;29056430000107;Suprimentos Digitais LTDA;Nordeste;Ceara;Smartphone Samsung Galaxy;12;1693,96;6748,12
-29,361578;-54,644391;14/03/2024;62424337705;;Maya da Rocha;Sul;Santa Catarina;Tablet Apple iPad;15;3773,23;27908,95
-22,700273;-39,124513;19/02/2025;;85609413000120;Tech Solutions LTDA;Sudeste;Sao Paulo;HD Externo Seagate;6;454,7;984,55
-22,762627;-48,680322;01/02/2025;24096020028;;Eloa Teixeira;Sudeste;Espirito Santo;Teclado Mecanico Logitech;14;247,77;1534,82
-15,257425;-39,699918;28/11/2024;34207734120;;Joao Lucas Aparecida;Sudeste;Sao Paulo;Webcam Logitech;16;228,97;1676,73
-16,029277;-46,088777;31/07/2024;50154130842;;Lais Peixoto;Nordeste;Bahia;Mouse sem fio Microsoft;9;114,53;430,07
-25,08023;-52,846269;06/10/2025;;55768169000188;Global Distribuidora;Sul;Santa Catarina;Pendrive SanDisk;12;90,1;419,48
-9,25098;-49,602288;08/05/2025;04317813386;;Lara Novais;Centro-Oeste;Mato Grosso do Sul;Carregador Portatil;20;92,6;830,21
-11,225061;-58,294398;14/11/2024;61754638627;;Otavio da Rocha;Centro-Oeste;Mato Grosso do Sul;Caixa de Som Bluetooth;7;125,35;382,99
3,69328;-69,791257;07/08/2025;74425591747;;Maria Alice Gomes;Norte;Amapa;Monitor Acer;11;1109,28;4637,44
-4,462181;-63,132921;31/01/2025;;84627868000106;Tech Solutions LTDA;Norte;Amapa;Cabo HDMI;1;55,33;25,23
1,895661;-72,439526;14/10/2024;97728656538;;Maria Fernanda Cunha;Norte;Amapa;Pendrive SanDisk;3;74,56;93,18
2,600126;-58,243665;28/04/2025;;41256234000181;Importadora Produtos Eletronicos;Norte;Rondonia;Smartphone Samsung Galaxy;15;1239,46;7063,22
-11,44747;-48,771507;09/08/2024;79534727830;;Liz Oliveira;Centro-Oeste;Goias;Smartphone Samsung Galaxy;7;2447,11;8230,55
-22,792559;-49,144421;30/05/2025;;43059743000140;Suprimentos Digitais LTDA;Centro-Oeste;Mato Grosso;Cadeira Gamer;14;1064,11;5236,4
-3,126715;-67,745474;20/11/2024;84618030003;;Bruna da Mata;Norte;Tocantins;Camera Canon;17;2349,12;14178,73
-31,698343;-49,448553;12/11/2025;;70393480000183;Comercio Equipamentos SA;Sul;Rio Grande do Sul;Carregador Portatil;17;103,18;762,99
-22,382864;-56,102427;01/05/2024;;73388730000185;Varejo Digital LTDA;Sul;Parana;Camera Canon;10;3192,67;11354,5
-16,405917;-47,627647;10/01/2024;17010422400;;Emanuel Alves;Sudeste;Espirito Santo;Pendrive SanDisk;17;59,26;411,58
-17,641334;-41,388653;31/10/2025;94882466260;;Dra. Vitoria Cardoso;Sudeste;Minas Gerais;Camera Canon;4;1611,52;2173,2
-21,312635;-46,261502;25/01/2024;;12205403000156;Tech Solutions LTDA;Centro-Oeste;Mato Grosso do Sul;HD Externo Seagate;10;373,41;1577,18
-19,002983;-46,499392;29/04/2025;35542935478;;Eduarda Macedo;Centro-Oeste;Mato Grosso do Sul;Tablet Apple iPad;19;3669,77;22764,91
-3,71749;-63,801117;01/10/2024;56897496723;;Sr. Josue Dias;Norte;Amapa;Tablet Apple iPad;18;3124,9;27396,72
-19,728272;-46,109742;13/01/2024;15402306869;;Carolina Carvalho;Sudeste;Espirito Santo;Caixa de Som Bluetooth;4;181,34;250,37
-17,351365;-46,378368;21/04/2024;01209024438;;Dr. Anthony Gabriel Sampaio;Sudeste;Espirito Santo;Estabilizador SMS;5;136,89;304,19
-23,234798;-49,666745;08/07/2024;;71222910000167;Importadora Tecnologia;Centro-Oeste;Goias;Smartphone Samsung Galaxy;17;1710,06;9184,27
-32,852608;-50,142284;16/01/2024;;10277610000190;Suprimentos Digitais LTDA;Sul;Santa Catarina;Cadeira Gamer;8;617,36;1514,09
0,388207;-66,003716;08/07/2024;;60171496000198;Comercio Equipamentos SA;Norte;Amapa;Smart TV LG;8;2164,07;6762,36
-15,75845;-35,018863;03/02/2024;;01261354000152;Suprimentos Digitais LTDA;Nordeste;Pernambuco;Teclado Mecanico Logitech;3;359,62;446,79
-22,849535;-44,139027;04/03/2025;82668716632;;Caua Monteiro;Sudeste;Rio de Janeiro;Carregador Portatil;14;127,91;798,73
-22,407163;-57,59699;22/10/2024;;54256194000110;Global Distribuidora;Sul;Santa Catarina;Cadeira Gamer;1;1185,24;415,73
-15,293621;-41,522778;25/11/2025;;26038943000105;Industria Nacional Tecnologia;Sudeste;Espirito Santo;Roteador TP-Link;13;202,09;913,1
-8,414329;-49,98101;27/05/2024;01601272979;;Maitê Alves;Centro-Oeste;Goias;HD Externo Seagate;18;698,34;4274,87
-22,277623;-57,209573;16/02/2024;56124870533;;Srta. Stella Farias;Centro-Oeste;Mato Grosso;Roteador TP-Link;3;102,97;124,01
-26,178522;-56,779109;10/01/2025;;71249462000195;Industria Eletronica Brasil;Sul;Santa Catarina;Fone de Ouvido JBL;7;192,41;528,14
-18,112583;-41,55638;31/03/2024;;36561710000138;Industria Nacional Tecnologia;Sudeste;Minas Gerais;Tablet Apple iPad;1;2729,18;824,67
-11,296346;-50,619082;09/07/2024;38946988290;;Olivia da Luz;Centro-Oeste;Goias;Carregador Portatil;2;137,27;108,79
-27,055282;-48,098257;12/04/2025;65521364200;;Yuri Porto;Sul;Parana;Teclado Mecanico Logitech;6;290,48;801,64
-12,742889;-41,760058;13/07/2025;42377486770;;Lucas Gabriel da Mata;Nordeste;Maranhao;Impressora HP;16;747,08;4421,71
-20,912531;-40,969674;12/08/2024;30536046980;;Bernardo Fonseca;Sudeste;Espirito Santo;HD Externo Seagate;3;639,93;699,81
-13,174732;-45,795931;24/09/2025;11050749006;;Enzo Pires;Nordeste;Ceara;HD Externo Seagate;19;437,94;3993,02
4,293566;-60,139421;02/05/2025;01928998640;;Mirella Caldeira;Norte;Amapa;Webcam Logitech;14;301,08;1703,85
-2,51571;-64,340023;07/11/2025;99705846936;;Srta. Rebeca Fernandes;Norte;Amazonas;Impressora HP;18;519,97;3690,83
-8,315766;-37,229152;05/04/2024;;66049059000182;Solucoes Corporativas;Nordeste;Ceara;Roteador TP-Link;3;213,56;214,9
-27,233245;-52,01387;16/08/2024;34534742100;;Davi Cavalcante;Sul;Santa Catarina;Roteador TP-Link;12;206,1;858,35
-2,967026;-36,252893;24/11/2024;;63128144000148;Distribuidora Nacional;Nordeste;Ceara;Mesa para Computador;17;586,77;3276,59
-1,266406;-53,703673;20/11/2025;;64998168000110;Comercio Internacional SA;Norte;Acre;Mouse sem fio Microsoft;3;66,74;94,93
-22,376171;-54,623384;20/06/2024;;48025688000190;Suprimentos Tecnicos LTDA;Sul;Santa Catarina;Smart TV LG;1;2106,61;891,59
-12,586084;-46,49628;12/10/2025;;31906492000102;Atacadista Informatica;Centro-Oeste;Goias;Notebook Dell Inspiron;1;2980,87;907,82
-12,008005;-54,47764;26/04/2024;;63850224000102;Importadora Produtos Eletronicos;Centro-Oeste;Distrito Federal;Estabilizador SMS;20;113,85;698,6
-31,408818;-52,949753;01/03/2024;66229136414;;Lunna Correia;Sul;Rio Grande do Sul;Cabo HDMI;4;29,19;45,09
-18,372317;-56,586847;18/01/2024;38658686060;;Dra. Jade Montenegro;Centro-Oeste;Mato Grosso;Cadeira Gamer;19;998,63;5734,76
-0,323975;-53,815695;13/04/2024;;10020591000112;Industria Nacional Tecnologia;Norte;Acre;Cabo HDMI;7;51,87;130,73
-23,325795;-43,071962;28/09/2025;26878030307;;Mirella Guerra;Sudeste;Rio de Janeiro;Smart TV LG;3;2798,29;3735,77
-17,779305;-42,497008;14/08/2025;;60103370000186;Inovacao Digital SA;Sudeste;Minas Gerais;Cabo HDMI;5;30,87;70,48
-17,748212;-45,796887;31/03/2024;;57358734000164;Importadora Produtos Eletronicos;Nordeste;Piaui;Notebook Dell Inspiron;5;2907,38;6550,33
-23,518025;-53,58282;20/07/2025;;48083195000107;Suprimentos Digitais LTDA;Sul;Santa Catarina;Caixa de Som Bluetooth;7;159,92;462,73
-14,359206;-55,271635;13/08/2025;27802271177;;Srta. Mariana Abreu;Centro-Oeste;Goias;Impressora HP;14;897,65;4816,53
-16,95045;-43,322032;28/07/2025;94979223451;;Joao Pinto;Sudeste;Sao Paulo;HD Externo Seagate;14;681,13;3102,39
-23,220427;-39,78327;19/04/2024;;14098713000144;Distribuidora Nacional;Sudeste;Rio de Janeiro;Impressora HP;5;697,01;1404,78
-26,868913;-50,401545;12/02/2025;86182208414;;Dr. Luiz Fernando Lopes;Sul;Santa Catarina;Webcam Logitech;3;210,75;302,84
-26,737546;-49,36083;28/08/2025;;77658639000193;Varejo Digital LTDA;Sul;Rio Grande do Sul;Cadeira Gamer;2;604,49;549,07
-3,119211;-37,524908;16/05/2025;;11798739000107;Comercio Internacional SA;Nordeste;Alagoas;Monitor Acer;12;1010,75;4532,14
-1,92747;-44,474733;12/06/2024;16483122845;;Isaac da Conceicao;Nordeste;Piaui;Roteador TP-Link;20;174,77;1165,15
-2,397215;-67,062217;01/05/2025;;73858194000134;Inovacao Digital SA;Norte;Para;Mouse sem fio Microsoft;10;87,64;290,65
-11,472458;-52,378884;17/12/2024;;96517681000139;Importadora Tecnologia;Centro-Oeste;Goias;Teclado Mecanico Logitech;17;277,09;1583,68
3,015339;-51,79185;07/05/2025;;50316135000139;Global Distribuidora;Norte;Para;Smartphone Samsung Galaxy;12;2041,69;7885,83
-18,106715;-45,927731;28/11/2024;60022119183;;Eloa Vieira;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;2;2881,53;2562,57
-21,02256;-40,360329;13/07/2025;11141744244;;Caio Sales;Sudeste;Espirito Santo;Webcam Logitech;18;220,95;1803,64
-24,680766;-52,438551;09/07/2025;;26986055000106;Global Distribuidora;Sul;Santa Catarina;Cadeira Gamer;4;693,65;987,85
-15,82205;-45,091788;27/05/2024;;01054116000176;Suprimentos Digitais LTDA;Sudeste;Minas Gerais;Smart TV LG;6;1953,88;3535,43
-25,101395;-49,62688;19/03/2024;;23944480000144;Distribuidora Componentes;Sul;Rio Grande do Sul;Mouse sem fio Microsoft;9;70,11;263,47
-20,66454;-52,186013;04/09/2024;;67070105000198;Tech Solutions LTDA;Centro-Oeste;Mato Grosso;Camera Canon;19;2124,86;12457,94
-18,580569;-43,48379;22/02/2024;;67404698000181;Comercio Eletronico Brasil;Sudeste;Rio de Janeiro;Smartphone Samsung Galaxy;17;2324,48;16469,75
-0,373085;-62,391789;06/12/2025;;09432579000136;Comercio Varejo SA;Norte;Acre;Estabilizador SMS;13;184,06;1180,9
3,997771;-56,349298;17/06/2025;;18367707000104;Industria Eletronica Brasil;Norte;Roraima;Teclado Mecanico Logitech;9;230,79;791,21
-16,905708;-46,07295;17/06/2024;;91038067000170;Global Distribuidora;Nordeste;Rio Grande do Norte;Smartphone Samsung Galaxy;19;1669,78;10063,28
-1,22163;-50,876276;27/12/2025;;40718898000152;Suprimentos Digitais LTDA;Norte;Acre;Tablet Apple iPad;18;3380,93;20671,49
-17,937082;-48,243786;01/09/2025;11724945769;;Luna Jesus;Sudeste;Espirito Santo;Estabilizador SMS;6;168,83;409,75
-27,511517;-52,354614;26/02/2025;21614912459;;Heitor da Mata;Sul;Rio Grande do Sul;Tablet Apple iPad;16;2960,35;19526,78
-2,086314;-37,577799;03/08/2025;91928754163;;Ana Clara Jesus;Nordeste;Paraiba;Pendrive SanDisk;11;44,29;153,87
-14,374577;-53,528539;23/05/2024;08353052369;;Davi Luiz Pastor;Centro-Oeste;Mato Grosso do Sul;Teclado Mecanico Logitech;11;344,7;1471,39
-18,02174;-58,653308;02/01/2025;;61728145000106;Importadora Produtos Eletronicos;Centro-Oeste;Distrito Federal;Monitor Acer;16;897,57;6066,21
0,864586;-56,553432;20/07/2025;;56426740000149;Distribuidora Nacional;Norte;Amapa;Camera Canon;18;2911,31;21578,11
-8,464035;-46,490586;07/08/2025;;71607268000134;Industria Nacional Tecnologia;Nordeste;Alagoas;Cabo HDMI;13;17,93;86,93
-16,471157;-41,440051;14/06/2024;25104636089;;Theo Santos;Nordeste;Piaui;Estabilizador SMS;15;171,67;1017,17
-1,385638;-39,541557;15/12/2025;39585724995;;Caio Castro;Nordeste;Piaui;Cadeira Gamer;10;548,4;2398,66
-20,081122;-43,293586;06/06/2025;62105935770;;Rhavi Brito;Sudeste;Minas Gerais;Impressora HP;9;774,1;2876,29
-2,172943;-54,504773;06/12/2024;;33387879000125;Importadora Produtos Eletronicos;Norte;Amapa;Impressora HP;17;640,09;5263,07
-14,323628;-57,62642;23/02/2025;55654226045;;Andre Fogaca;Centro-Oeste;Mato Grosso;Caixa de Som Bluetooth;18;240,75;1910,59
-9,273746;-47,353667;25/08/2025;56030336495;;Pedro Lopes;Nordeste;Bahia;Roteador TP-Link;16;212,23;1068,61
-27,811738;-49,649914;26/09/2025;66650631191;;Luara Farias;Sul;Rio Grande do Sul;Roteador TP-Link;3;181,57;250,2
-8,285477;-55,630612;22/03/2024;07408659005;;Maria Helena Pastor;Centro-Oeste;Goias;HD Externo Seagate;10;503,04;1633,19
-16,167632;-52,161778;14/09/2024;53521021149;;Francisco Gomes;Centro-Oeste;Goias;Fone de Ouvido JBL;7;114,87;358,73
-14,529784;-47,831324;27/06/2025;23005095630;;Dra. Ana Carolina Nogueira;Sudeste;Espirito Santo;Mesa para Computador;17;444,5;3328,88
-13,938027;-48,817503;12/09/2024;;40723819000100;Industria Nacional Tecnologia;Centro-Oeste;Distrito Federal;Teclado Mecanico Logitech;12;412,92;2343,21
-27,358667;-56,129861;01/08/2025;39810164599;;Eloa Caldeira;Sul;Parana;Estabilizador SMS;5;196,03;409,16
-3,089351;-45,066892;08/03/2025;08084711393;;Sra. Hellena Montenegro;Nordeste;Pernambuco;Fone de Ouvido JBL;20;85,49;590,14
-33,134388;-51,559621;06/09/2025;73786949590;;Arthur Montenegro;Sul;Santa Catarina;Monitor Acer;5;911,81;2109,65
-4,187314;-47,419292;04/01/2024;61266887083;;Sr. Matheus Sousa;Nordeste;Ceara;Impressora HP;11;559,35;1849,14
-31,95066;-52,455239;12/01/2024;86469493629;;Jose Pedro Azevedo;Sul;Rio Grande do Sul;Camera Canon;3;1624,82;1618,49
-16,236272;-54,150154;29/07/2024;;72366154000102;Tech Solutions LTDA;Centro-Oeste;Mato Grosso do Sul;Camera Canon;5;2849,58;5374,21
-21,742355;-47,838643;18/07/2025;42564515606;;Nicole Ferreira;Sudeste;Rio de Janeiro;Notebook Dell Inspiron;9;2836,78;10544,67
-4,902846;-56,796953;30/01/2024;47871505882;;Luiz Gustavo Borges;Norte;Acre;Webcam Logitech;11;206,52;738,29
-27,183905;-57,266721;01/08/2024;;88024002000161;Comercio Equipamentos SA;Sul;Parana;Impressora HP;3;605,52;566,07
-16,937028;-46,675167;19/03/2024;92866614445;;Barbara Goncalves;Sudeste;Espirito Santo;Pendrive SanDisk;9;31,37;117,79
-22,201921;-49,695859;28/03/2025;;01440905000145;Importadora Produtos Eletronicos;Sul;Parana;Impressora HP;14;818,44;5245,54
-16,737708;-49,735779;15/06/2024;;88069233000191;Distribuidora Nacional;Sudeste;Minas Gerais;Cabo HDMI;10;56,53;256,04
-14,524034;-47,164946;17/06/2024;;89273594000118;Inovacao Digital SA;Sudeste;Minas Gerais;Fone de Ouvido JBL;18;144,81;1016,02
-19,536233;-48,559583;20/11/2024;60083325808;;Gael Novaes;Centro-Oeste;Mato Grosso;Smart TV LG;14;2531,77;16535,52
-22,664712;-40,80418;28/02/2024;;11830429000122;Comercio Equipamentos SA;Sudeste;Rio de Janeiro;Monitor Acer;9;884,95;3261,07
-11,366948;-52,422675;18/05/2024;98712925462;;Guilherme Fogaca;Centro-Oeste;Mato Grosso;Caixa de Som Bluetooth;13;146,45;768,94
-22,675566;-48,870267;17/01/2025;;93390242000110;Atacadista Informatica;Centro-Oeste;Goias;Webcam Logitech;7;190,76;557,26
-18,571375;-51,328319;08/11/2025;78390546922;;Arthur Gabriel Brito;Centro-Oeste;Goias;Cadeira Gamer;7;1054,56;3341,61
-33,57396;-52,967647;20/04/2025;11721743774;;Isaac Rezende;Sul;Parana;Pendrive SanDisk;12;58,07;308,98
-19,213816;-45,051749;06/12/2025;98268772123;;Laura da Rocha;Sudeste;Sao Paulo;Roteador TP-Link;18;240,51;1824,57
-16,667121;-56,030022;24/02/2024;59121967393;;Dr. Dante Casa Grande;Centro-Oeste;Mato Grosso do Sul;Webcam Logitech;16;256,72;1331,8
-25,395881;-56,208408;10/05/2024;;39164696000127;Industria Nacional Tecnologia;Sul;Santa Catarina;Roteador TP-Link;3;99,58;113,78
-11,032251;-40,104853;17/11/2025;56489018012;;Lunna Cardoso;Nordeste;Rio Grande do Norte;Smartphone Samsung Galaxy;11;1424,21;6811,61
-12,744138;-55,044224;01/04/2024;;81586007000139;Suprimentos Tecnicos LTDA;Centro-Oeste;Goias;Pendrive SanDisk;11;77,44;307,7
-13,261856;-44,619884;08/06/2025;;87056803000146;Comercio Varejo SA;Nordeste;Pernambuco;Tablet Apple iPad;12;3817,0;18425,49
-10,910659;-46,576404;01/04/2024;02421964890;;Ana Rios;Centro-Oeste;Goias;Monitor Acer;9;1104,99;4287,98
-16,12863;-48,015331;11/01/2025;96866912008;;Mariana Abreu;Centro-Oeste;Distrito Federal;Estabilizador SMS;7;175,49;416,88
-8,199182;-47,388973;21/11/2024;;31694104000177;Comercio Varejo SA;Nordeste;Rio Grande do Norte;Impressora HP;16;643,43;5066,06
-22,829638;-48,081219;28/01/2024;60986883700;;Thomas Gomes;Sul;Rio Grande do Sul;Notebook Dell Inspiron;8;2883,6;10292,43
-12,82558;-46,510597;02/11/2025;;90347835000105;Industria Nacional Tecnologia;Centro-Oeste;Distrito Federal;HD Externo Seagate;2;605,07;555,82
-4,243275;-54,931902;13/06/2024;;10716278000113;Industria Nacional Tecnologia;Norte;Tocantins;Estabilizador SMS;3;91,89;133,2
-8,837645;-44,925374;25/09/2024;;02627583000100;Empresa Brasileira Tecnologia;Nordeste;Alagoas;Monitor Acer;9;674,45;2279,02
-29,899871;-51,068735;18/12/2025;27148760569;;Juliana Pacheco;Sul;Santa Catarina;Impressora HP;20;617,29;5642,32
-18,047211;-49,484449;12/12/2024;64826554834;;Dra. Agatha Abreu;Sudeste;Minas Gerais;HD Externo Seagate;10;559,56;2626,97
-20,977576;-41,007599;23/07/2024;;56295030000127;Importadora Produtos Eletronicos;Sudeste;Espirito Santo;Cabo HDMI;7;29,21;75,43
-20,41907;-57,583776;04/02/2025;;03917153000196;Empresa Brasileira Tecnologia;Centro-Oeste;Mato Grosso do Sul;Smart TV LG;15;2872,27;20901,96
-15,225703;-44,263164;01/02/2024;;26397236000105;Atacadista Informatica;Sudeste;Espirito Santo;Pendrive SanDisk;18;75,95;423,1
-20,939217;-56,123451;03/01/2024;;79779051000113;Atacadista Informatica;Centro-Oeste;Mato Grosso;Monitor Acer;6;1014,72;2568,49
-16,127741;-55,950797;17/08/2025;;39247731000171;Solucoes Corporativas;Centro-Oeste;Mato Grosso do Sul;Caixa de Som Bluetooth;12;210,8;1033,17
-0,077179;-55,645639;24/04/2024;34243533458;;Benjamim Sales;Norte;Amazonas;Teclado Mecanico Logitech;6;422,95;769,85
3,354774;-54,834216;08/04/2025;;20402850000123;Atacadista Informatica;Norte;Amazonas;Caixa de Som Bluetooth;16;248,31;1494,32
-20,790203;-50,552056;09/07/2025;;56183479000101;Tech Solutions LTDA;Sudeste;Minas Gerais;Carregador Portatil;5;130,26;240,75
-2,808041;-70,078496;19/06/2024;65773490021;;Pedro Albuquerque;Norte;Amapa;Smart TV LG;5;2789,13;6432,44
-20,648299;-46,454203;27/08/2025;62905947969;;Maria Luisa Leao;Centro-Oeste;Goias;Teclado Mecanico Logitech;6;315,17;569,52
-11,769354;-57,476261;12/07/2024;77839494366;;Emanuel Moreira;Centro-Oeste;Mato Grosso do Sul;Cadeira Gamer;2;1035,36;666,78
-15,784316;-58,546116;06/08/2024;;99883946000100;Industria Nacional Tecnologia;Centro-Oeste;Distrito Federal;Fone de Ouvido JBL;9;85,04;266,74
2,201149;-69,836716;13/11/2025;;88964858000117;Distribuidora Nacional;Norte;Tocantins;Impressora HP;4;619,3;952,56
-17,423903;-44,11923;27/07/2025;69501546900;;Sr. Henry Gabriel Correia;Sudeste;Rio de Janeiro;Cadeira Gamer;12;973,11;4700,98
-6,093776;-35,774946;29/10/2025;17816950675;;Rafaela Abreu;Nordeste;Bahia;Smart TV LG;4;2740,1;4594,07
-8,90018;-49,721711;23/05/2025;;04531376000183;Importadora Produtos Eletronicos;Centro-Oeste;Mato Grosso do Sul;Monitor Acer;6;716,62;1323,62
-23,70457;-51,654142;19/06/2025;26436000100;;Ravy Vasconcelos;Centro-Oeste;Mato Grosso;HD Externo Seagate;11;398,24;1669,73
-4,043358;-36,574581;04/09/2024;65940421490;;Jose Pedro da Rocha;Nordeste;Alagoas;Webcam Logitech;2;365,38;260,09
-26,669997;-53,895895;23/06/2024;40447063952;;Miguel Cavalcanti;Sul;Parana;Tablet Apple iPad;2;3142,75;2578,77
